               6        6.5          7        7.5          8        8.5          9        9.5         10       10.5         11       11.5         12       12.5         13       13.5         14       14.5         15       15.5

32.650 |   2437.855   1754.361   1270.328    924.250    669.101    489.584    358.577    262.551    191.935    139.898    101.520     73.229     52.413     37.153     26.025     17.971     12.200      8.117      5.274      3.334  |   8835.675
32.700 |   2526.074   1818.968   1318.038    959.738    695.438    509.405    373.563    273.923    200.590    146.498    106.557     77.071     55.338     39.372     27.698     19.223     13.127      8.794      5.760      3.674  |   9178.850
32.750 |   2617.354   1885.829   1367.422    996.478    722.710    529.934    389.088    285.709    209.564    153.345    111.786     81.064     58.383     41.685     29.448     20.536     14.103      9.509      6.276      4.039  |   9534.262
32.800 |   2711.801   1955.024   1418.539   1034.515    750.949    551.196    405.172    297.923    218.868    160.448    117.215     85.213     61.550     44.096     31.275     21.911     15.128     10.265      6.824      4.429  |   9902.344
32.850 |   2809.527   2026.635   1471.451   1073.896    780.192    573.219    421.836    310.582    228.514    167.815    122.849     89.524     64.845     46.609     33.182     23.351     16.205     11.062      7.405      4.845  |  10283.543
32.900 |   2910.647   2100.748   1526.221   1114.667    810.474    596.029    439.099    323.699    238.514    175.457    128.698     94.002     68.271     49.225     35.173     24.857     17.335     11.901      8.020      5.288  |  10678.324
32.950 |   3015.280   2177.450   1582.916   1156.879    841.832    619.654    456.984    337.293    248.881    183.382    134.767     98.653     71.834     51.949     37.249     26.431     18.520     12.784      8.670      5.760  |  11087.169
33.000 |   3123.550   2256.833   1641.605   1200.584    874.305    644.125    475.514    351.381    259.628    191.602    141.065    103.482     75.537     54.784     39.413     28.075     19.762     13.713      9.357      6.260  |  11510.575
33.050 |   3235.583   2338.993   1702.358   1245.834    907.934    669.472    494.711    365.980    270.768    200.126    147.599    108.497     79.385     57.734     41.669     29.793     21.062     14.689     10.082      6.790  |  11949.060
33.100 |   3351.512   2424.027   1765.249   1292.687    942.759    695.727    514.600    381.110    282.317    208.966    154.380    113.704     83.384     60.803     44.018     31.586     22.422     15.713     10.845      7.352  |  12403.159
33.150 |   3471.474   2512.037   1830.354   1341.198    978.825    722.922    535.206    396.788    294.289    218.133    161.414    119.109     87.539     63.995     46.466     33.456     23.844     16.787     11.648      7.945  |  12873.427
33.200 |   3595.609   2603.128   1897.751   1391.427   1016.176    751.092    556.555    413.037    306.699    227.639    168.712    124.719     91.855     67.313     49.014     35.406     25.330     17.912     12.493      8.572  |  13360.438
33.250 |   3724.065   2697.408   1967.523   1443.436   1054.857    780.271    578.674    429.875    319.563    237.497    176.283    130.543     96.338     70.764     51.666     37.440     26.883     19.090     13.380      9.233  |  13864.789
33.300 |   3856.993   2794.992   2039.754   1497.289   1094.918    810.497    601.592    447.325    332.899    247.718    184.136    136.587    100.994     74.350     54.426     39.559     28.503     20.323     14.311      9.930  |  14387.097
